CODIGO_SINIESTRO,FECHA_SINIESTRO,HORA_SINIESTRO,CLASE_SINIESTRO,CANTIDAD_DE_FALLECIDOS,CANTIDAD_DE_LESIONADOS,CANTIDAD_DE_VEHICULOS_DANADOS,DEPARTAMENTO,PROVINCIA,DISTRITO,ZONA,TIPO_DE_VIA,RED_VIAL,COD_CARRETERA,EXISTE_CICLOVIA,COORDENADAS_LATITUD,COORDENADAS_LONGITUD,CONDICION_CLIMATICA,ZONIFICACION,CARACTERISTICAS_DE_VIA,PERFIL_LONGITUDINAL_VIA,SUPERFICIE_DE_CALZADA,EXISTE_SENAL_VERTICAL,CLASIFICACION_DE_LA_SENAL_VERTICAL_N_1,CLASIFICACION_DE_LA_SENAL_VERTICAL_N_2,EXISTE_SENAL_HORIZONTAL,CAUSA_FACTOR_PRINCIPAL,CAUSA_ESPECIFICA
A-2023-04-120,19/04/2023,22:50,ATROPELLO FUGA,1,0,1,LIMA,HUAURA,SANTA MARIA,URBANA,CARRETERA,NACIONAL,PE-1N,NO,-11.1128261811986,-77.5923960957645,DESPEJADO,RESIDENCIAL,TRAMO RECTO,INCLINADA,ASFALTADA,,,,,IMPRUDENCIA DEL PEATÓN,ESTADO DE EBRIEDAD Y/O DROGADICCIÓN
A-2021-05-326,19/05/2021,05:30,DESPISTE,1,2,1,AYACUCHO,HUAMANGA,VINCHOS,RURAL,CARRETERA,NACIONAL,PE-28A,NO,-13.2664125316735,-74.308224441808,DESPEJADO,RURAL,CURVA,PLANA ,ASFALTADA,SI,PREVENTIVA (P),,NO,IMPRUDENCIA DEL CONDUCTOR,EXCESO DE VELOCIDAD
A-2021-05-113,19/05/2021,07:50,CHOQUE,3,1,2,PIURA,MORROPON,CHULUCANAS,RURAL,CARRETERA,NACIONAL,PE-1NJ,NO,-5.136257,-80.331393,DESPEJADO,RURAL,OTRO,INCLINADA,ASFALTADA,NO,,,SI,IMPRUDENCIA DEL CONDUCTOR,EXCESO DE VELOCIDAD
A-2021-05-202,19/05/2021,23:30,DESPISTE,2,0,1,CUSCO,LA CONVENCION,HUAYOPATA,RURAL,CARRETERA,NACIONAL,PE-28B,NO,-13.123531,-72.333281,NIEBLA,RURAL,CURVA,INCLINADA,ASFALTADA,SI,REGULADORA (R),REGULADORA (R),SI,NEGLIGENCIA DEL CONDUCTOR,OTRO (NEGLIGENCIA DEL CONDUCTOR)
A-2022-05-115,19/05/2022,10:25,CHOQUE,1,0,,LAMBAYEQUE,CHICLAYO,CHICLAYO,URBANA,AVENIDA,URBANO,NO CORRESPONDE,NO,-6.7814,-79.8371,DESPEJADO,RESIDENCIAL,INTERSECCIÓN,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL CONDUCTOR,NO ESTABLECER EL DERECHO DE PASO
A-2022-05-230,19/05/2022,12:30,CHOQUE,2,1,,PASCO,OXAPAMPA,VILLA RICA,URBANA,CARRETERA,NACIONAL,PE-5N,,-10.7427151459717,-75.2816143409233,,,,,,,,,,,
A-2022-05-75,19/05/2022,13:00,CHOQUE,1,2,2,LA LIBERTAD,VIRU,CHAO,RURAL,CARRETERA,VECINAL,LI-1206,NO,-8.57056269984297,-78.7163946149716,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,AFIRMADO,,,,,NO IDENTIFICA LA CAUSA,
A-2023-05-122,19/05/2023,06:00,ATROPELLO FUGA,1,0,,LIMA,LIMA,ATE,URBANA,CARRETERA,NACIONAL,PE-22,NO,-12.008269,-76.860337,DESPEJADO,COMERCIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2023-05-19,19/05/2023,08:05,CHOQUE,1,1,2,ICA,ICA,ICA,URBANA,AVENIDA,URBANO,NO CORRESPONDE,NO,-14.0855057,-75.7229572,DESPEJADO,RESIDENCIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL CONDUCTOR,GIRAR IMPRUDENTEMENTE
A-2023-05-169,19/05/2023,10:30,ATROPELLO,1,0,1,TACNA,TACNA,ALTO DE LA ALIANZA,URBANA,CARRETERA,NACIONAL,PE-38,NO,-17.999789,-70.259936,DESPEJADO,COMERCIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL CONDUCTOR,NO DAR PASO PREFERENTE AL PEATÓN
A-2023-05-38,19/05/2023,18:20,DESPISTE,2,1,1,CUSCO,LA CONVENCION,VILCABAMBA,RURAL,CARRETERA,VECINAL,CU-614,NO,-12.857471,-73.186868,DESPEJADO,RURAL,CURVA,INCLINADA,AFIRMADO,,,,,IMPRUDENCIA DEL CONDUCTOR,EXCESO DE VELOCIDAD
A-2023-05-35,19/05/2023,18:30,DESPISTE,1,0,1,CUSCO,LA CONVENCION,ECHARATE,URBANA,JIRÓN,URBANO,NO CORRESPONDE,NO,-12.7671,-72.581766,DESPEJADO,RESIDENCIAL,INTERSECCIÓN,INCLINADA,AFIRMADO,,,,,IMPRUDENCIA DEL CONDUCTOR,OTRO (IMPRUDENCIA DEL CONDUCTOR)
A-2021-06-256,19/06/2021,02:10,ATROPELLO,1,0,1,LIMA,HUARAL,CHANCAY,RURAL,CARRETERA,NACIONAL,PE-1N,NO,-11.578115,-77.262181,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,SI,PREVENTIVA (P),INFORMATIVA (I),NO,IMPRUDENCIA DEL PEATÓN,CRUCE INDEBIDO POR LA CALZADA
A-2021-06-208,19/06/2021,06:00,DESPISTE,1,0,1,APURIMAC,AYMARAES,COTARUSE,RURAL,CARRETERA,NACIONAL,PE-30A,NO,-14.4719050181152,-73.2373950537483,DESPEJADO,RURAL,CURVA,INCLINADA,ASFALTADA,,,,,NEGLIGENCIA DEL CONDUCTOR,OTRO (NEGLIGENCIA DEL CONDUCTOR)
A-2021-06-128,19/06/2021,08:40,DESPISTE,4,3,1,CAJAMARCA,SAN MARCOS,ICHOCAN,RURAL,CARRETERA,NACIONAL,PE-3N,NO,-7.36073167,-78.130325,DESPEJADO,RURAL,CURVA,INCLINADA,ASFALTADA,SI,PREVENTIVA (P),,SI,INFRAESTRUCTURA Y ENTORNO VIAL,
A-2021-06-191,19/06/2021,10:00,DESPISTE,3,3,1,AYACUCHO,HUAMANGA,ACOCRO,RURAL,CARRETERA,VECINAL,AY-740,NO,-13.218993,-74.044114,SOLEADO,RURAL,CURVA,INCLINADA,AFIRMADO,,,,,NEGLIGENCIA DEL CONDUCTOR,OTRO (NEGLIGENCIA DEL CONDUCTOR)
A-2021-06-243,19/06/2021,10:40,ATROPELLO,1,1,1,MOQUEGUA,ILO,ILO,URBANA,CALLE,URBANO,NO CORRESPONDE,NO,-17.657897,-71.337566,DESPEJADO,RESIDENCIAL,TRAMO RECTO,INCLINADA,ASFALTADA,,,,,NO IDENTIFICA LA CAUSA,
A-2021-06-125,19/06/2021,12:50,CHOQUE,1,0,,LIMA,LIMA,BARRANCO,URBANA,AVENIDA,URBANO,NO CORRESPONDE,NO,-12.1449398809242,-77.0218308315467,DESPEJADO,INDUSTRIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL CONDUCTOR,OTRO (IMPRUDENCIA DEL CONDUCTOR)
A-2021-06-214,19/06/2021,14:10,CHOQUE,2,0,2,CUSCO,PAUCARTAMBO,KOSÑIPATA,URBANA,CARRETERA,NACIONAL,PE-3S,NO,-13.394907,-71.202741,DESPEJADO,RESIDENCIAL,CURVA,PLANA ,ASFALTADA,SI,PREVENTIVA (P),PREVENTIVA (P),SI,IMPRUDENCIA DEL CONDUCTOR,EXCESO DE VELOCIDAD
A-2021-06-172,19/06/2021,19:10,ATROPELLO,1,1,1,PIURA,PIURA,PIURA,URBANA,AVENIDA,URBANO,NO CORRESPONDE,SI,-5.168928,-80.647644,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,SI,PREVENTIVA (P),REGULADORA (R),SI,IMPRUDENCIA DEL CONDUCTOR,EXCESO DE VELOCIDAD
A-2021-06-154,19/06/2021,22:00,DESPISTE,1,0,1,ANCASH,CARLOS FERMIN FITZCARRALD,SAN LUIS,RURAL,CARRETERA,NACIONAL,PE-14C,NO,-9.09092998087629,-77.3365008631043,SOLEADO,RURAL,CURVA,PLANA ,AFIRMADO,,,,,IMPRUDENCIA DEL CONDUCTOR,FATIGA Y/O CANSANCIO
A-2021-06-145,19/06/2021,23:30,ATROPELLO FUGA,1,0,,CALLAO,CALLAO,CALLAO,URBANA,CARRETERA,NACIONAL,PE-20,NO,-11.9945438317138,-77.1258039981221,DESPEJADO,COMERCIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL PEATÓN,ESTADO DE EBRIEDAD Y/O DROGADICCIÓN
A-2022-06-246,19/06/2022,01:30,CHOQUE FUGA,1,0,1,PIURA,TALARA,PARIÑAS,RURAL,CARRETERA,NACIONAL,PE-1N,NO,-4.58834299940658,-81.182141299849,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,AFIRMADO,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2022-06-204,19/06/2022,03:00,ATROPELLO FUGA,1,0,,LIMA,LIMA,LURIGANCHO,URBANA,CARRETERA,NACIONAL,PE-22,NO,-12.0212974963828,-76.9253414279735,DESPEJADO,COMERCIAL,CURVA,PLANA ,ASFALTADA,,,,,NO IDENTIFICA LA CAUSA,
A-2022-06-245,19/06/2022,03:00,DESPISTE,1,0,1,PIURA,SULLANA,MARCAVELICA,RURAL,CARRETERA,SIN CLASIFICAR,SIN CLASIFICAR,NO,-4.858,-80.719,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,AFIRMADO,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2022-06-47,19/06/2022,03:30,ATROPELLO FUGA,1,0,1,AREQUIPA,ISLAY,COCACHACRA,URBANA,CARRETERA,VECINAL,AR-832,NO,-17.09097401,-71.774955,DESPEJADO,RESIDENCIAL,TRAMO RECTO,PLANA ,ASFALTADA,NO,,,SI,NO IDENTIFICA LA CAUSA,
A-2022-06-52,19/06/2022,03:30,CHOQUE,1,0,2,LA LIBERTAD,VIRU,CHAO,RURAL,CARRETERA,NACIONAL,PE-1N,NO,-8.500596,-78.69027,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,NO IDENTIFICA LA CAUSA,
A-2022-06-109,19/06/2022,04:35,ATROPELLO FUGA,1,0,,TACNA,TACNA,LA YARADA LOS PALOS,RURAL,CARRETERA,VECINAL,TA-642,NO,-18.2171622659235,-70.4121505158532,DESPEJADO,COMERCIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL PEATÓN,ESTADO DE EBRIEDAD Y/O DROGADICCIÓN
A-2022-06-180,19/06/2022,05:30,DESPISTE,1,0,1,HUANUCO,PACHITEA,PANAO,RURAL,CARRETERA,NACIONAL,PE-18B,NO,-9.904127,-76.005707,DESPEJADO,RURAL,CURVA,INCLINADA,TROCHA,,,,,IMPRUDENCIA DEL CONDUCTOR,EXCESO DE VELOCIDAD
A-2022-06-203,19/06/2022,06:00,ATROPELLO FUGA,1,0,,LIMA,LIMA,LA VICTORIA,URBANA,AVENIDA,URBANO,NO CORRESPONDE,SI,-12.0644225484951,-77.0277642679154,DESPEJADO,COMERCIAL,INTERSECCIÓN,PLANA ,ASFALTADA,,,,,NO IDENTIFICA LA CAUSA,
A-2022-06-74,19/06/2022,06:45,CHOQUE,2,0,2,CUSCO,CANAS,KUNTURKANKI,RURAL,CARRETERA,VECINAL,CU-1779,NO,-14.5847989,-71.3796144,DESPEJADO,RURAL,SINUOSA,INCLINADA,ASFALTADA,SI,PREVENTIVA (P),,SI,IMPRUDENCIA DEL CONDUCTOR,INVASIÓN DE CARRIL
A-2022-06-39,19/06/2022,07:20,CHOQUE,1,1,2,SAN MARTIN,RIOJA,ELIAS SOPLIN VARGAS,RURAL,CARRETERA,NACIONAL,PE-5N,NO,-5.999937,-77.264614,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL CONDUCTOR,INVASIÓN DE CARRIL
A-2022-06-141,19/06/2022,07:40,DESPISTE,2,2,1,LIMA,CAJATAMBO,CAJATAMBO,RURAL,CARRETERA,NACIONAL,PE-16A,NO,-10.4641841707899,-77.0724170515452,DESPEJADO,RURAL,TRAMO RECTO,INCLINADA,ASFALTADA,,,,,NO IDENTIFICA LA CAUSA,
A-2022-06-63,19/06/2022,09:30,ATROPELLO,1,0,0,CUSCO,CUSCO,SAN JERONIMO,URBANA,OTRO,URBANO,NO CORRESPONDE,NO,-13.549759,-71.870686564,DESPEJADO,RESIDENCIAL,INTERSECCIÓN,PLANA ,AFIRMADO,,,,,NO IDENTIFICA LA CAUSA,
A-2022-06-143,19/06/2022,20:30,CHOQUE,1,0,2,CUSCO,LA CONVENCION,ECHARATE,RURAL,CARRETERA,NACIONAL,PE-28B,NO,-12.6490210479205,-73.0487232648291,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL CONDUCTOR,OTRO (IMPRUDENCIA DEL CONDUCTOR)
A-2022-06-53,19/06/2022,21:00,CHOQUE,1,0,2,LA LIBERTAD,PACASMAYO,GUADALUPE,RURAL,CARRETERA,NACIONAL,PE-1N,NO,-7.250215,-79.479839,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL CONDUCTOR,CONDUCIR EN SENTIDO CONTRARIO
A-2022-06-59,19/06/2022,21:20,ATROPELLO,1,1,1,SAN MARTIN,RIOJA,NUEVA CAJAMARCA,RURAL,CARRETERA,NACIONAL,PE-5N,NO,-5.869872,-77.343031,DESPEJADO,RURAL,TRAMO RECTO,INCLINADA,ASFALTADA,,,,,IMPRUDENCIA DEL PEATÓN,OTRO (IMPRUDENCIA DEL PEATÓN)
A-2022-06-89,19/06/2022,21:45,DESPISTE,1,0,1,LA LIBERTAD,PACASMAYO,JEQUETEPEQUE,RURAL,CARRETERA,VECINAL,LI-570,NO,-7.34171416603878,-79.5749750817551,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,NO IDENTIFICA LA CAUSA,
A-2022-06-202,19/06/2022,22:50,ATROPELLO FUGA,1,0,,LIMA,LIMA,PUENTE PIEDRA,URBANA,CARRETERA,NACIONAL,PE-1N,NO,-11.8488596431951,-77.0943098784493,DESPEJADO,COMERCIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,NO IDENTIFICA LA CAUSA,
A-2023-06-142,19/06/2023,03:15,CHOQUE,1,0,,LIMA,LIMA,LOS OLIVOS,URBANA,AVENIDA,URBANO,NO CORRESPONDE,NO,-11.98006605,-77.07233094,DESPEJADO,COMERCIAL,INTERSECCIÓN,INCLINADA,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2023-06-173,19/06/2023,04:50,CHOQUE,1,0,1,AYACUCHO,HUANTA,LURICOCHA,URBANA,CARRETERA,VECINAL,AY-619,NO,-12.9097704,-74.2683917,DESPEJADO,RESIDENCIAL,TRAMO RECTO,INCLINADA,CONCRETO,,,,,IMPRUDENCIA DEL CONDUCTOR,CONDUCIR EN ESTADO DE EBRIEDAD Y/O DROGADICCIÓN
A-2023-06-57,19/06/2023,08:30,ATROPELLO,1,0,0,SAN MARTIN,MOYOBAMBA,MOYOBAMBA,URBANA,CARRETERA,NACIONAL,PE-5N,NO,-6.042893,-76.965481,DESPEJADO,INDUSTRIAL,CURVA,INCLINADA,ASFALTADA,SI,PREVENTIVA (P),PREVENTIVA (P),NO,IMPRUDENCIA DEL PEATÓN,OTRO (IMPRUDENCIA DEL PEATÓN)
A-2023-06-69,19/06/2023,12:00,ATROPELLO,1,0,1,LA LIBERTAD,SANCHEZ CARRION,CURGOS,URBANA,AVENIDA,URBANO,NO CORRESPONDE,NO,-7.861692,-77.940957,DESPEJADO,ESCOLAR,TRAMO RECTO,PLANA ,AFIRMADO,,,,,NO IDENTIFICA LA CAUSA,
A-2023-06-143,19/06/2023,16:50,VOLCADURA,1,1,,LIMA,LIMA,LURIGANCHO,URBANA,CALLE,URBANO,NO CORRESPONDE,NO,-11.93754662,-76.70175226,DESPEJADO,RESIDENCIAL,TRAMO RECTO,INCLINADA,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2023-06-99,19/06/2023,20:20,CHOQUE,1,0,2,PIURA,PIURA,VEINTISEIS DE OCTUBRE,URBANA,CARRETERA,NACIONAL,PE-1N,NO,-5.1777574,-80.669671,DESPEJADO,COMERCIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL CONDUCTOR,CONDUCIR EN ESTADO DE EBRIEDAD Y/O DROGADICCIÓN
A-2023-06-144,19/06/2023,22:00,ATROPELLO FUGA,1,0,,LIMA,LIMA,SAN MARTIN DE PORRES,URBANA,CARRETERA,NACIONAL,PE-1N,NO,-12.025267,-77.058607,DESPEJADO,COMERCIAL,TRAMO RECTO,INCLINADA,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2021-07-109,19/07/2021,04:40,DESPISTE,1,1,1,CAJAMARCA,CAJAMARCA,CAJAMARCA,URBANA,CARRETERA,NACIONAL,PE-08B,SI,-7.16536638,-78.4903542,DESPEJADO,ESCOLAR,TRAMO RECTO,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL CONDUCTOR,CONDUCIR EN ESTADO DE EBRIEDAD Y/O DROGADICCIÓN
A-2021-07-285,19/07/2021,08:00,ATROPELLO FUGA,1,0,,HUANUCO,AMBO,CONCHAMARCA,RURAL,CARRETERA,NACIONAL,PE-3N,NO,-10.076634,-76.218674,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,NO IDENTIFICA LA CAUSA,
A-2021-07-153,19/07/2021,08:35,CHOQUE,1,1,3,LA LIBERTAD,PACASMAYO,PACASMAYO,RURAL,CARRETERA,NACIONAL,PE-1N,NO,-7.414561,-79.549833,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL CONDUCTOR,ADELANTAR INDEBIDAMENTE
A-2021-07-294,19/07/2021,11:00,CAÍDA DE PASAJERO,1,0,,CALLAO,CALLAO,CALLAO,URBANA,CARRETERA,NACIONAL,PE-20,NO,-11.9442575654801,-77.1313508936402,DESPEJADO,INDUSTRIAL,TRAMO RECTO,PLANA ,ASFALTADA,SI,INFORMATIVA (I),,SI,IMPRUDENCIA DEL CONDUCTOR,FRENAR INTEMPESTIVAMENTE
A-2021-07-300,19/07/2021,16:30,CHOQUE,1,0,2,ANCASH,SANTA,CHIMBOTE,RURAL,CARRETERA,NACIONAL,PE-12,NO,-8.65878291287488,-78.2600165841366,DESPEJADO,RURAL,CURVA,INCLINADA,ASFALTADA,,,,,NO IDENTIFICA LA CAUSA,
A-2021-07-195,19/07/2021,19:00,ATROPELLO,1,0,1,MOQUEGUA,ILO,ILO,URBANA,CARRETERA,NACIONAL,PE-1SD,NO,-17.674146,-71.362063,DESPEJADO,COMERCIAL,TRAMO RECTO,INCLINADA,ASFALTADA,SI,REGULADORA (R),PREVENTIVA (P),NO,IMPRUDENCIA DEL CONDUCTOR,OTRO (IMPRUDENCIA DEL CONDUCTOR)
A-2021-07-286,19/07/2021,23:00,DESPISTE,1,0,1,HUANUCO,HUANUCO,QUISQUI (KICHKI),RURAL,CARRETERA,DEPARTAMENTAL,HU-111,NO,-9.925061,-76.36229,DESPEJADO,RURAL,CURVA,INCLINADA,AFIRMADO,,,,,IMPRUDENCIA DEL CONDUCTOR,OTRO (IMPRUDENCIA DEL CONDUCTOR)
A-2022-07-38,19/07/2022,03:00,DESPISTE,1,0,1,PUNO,CHUCUITO,PISACOMA,RURAL,CARRETERA,DEPARTAMENTAL,PU-152,NO,-16.84497,-69.320417,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL CONDUCTOR,EXCESO DE VELOCIDAD
A-2022-07-100,19/07/2022,09:00,DESPISTE,2,2,1,LA LIBERTAD,SANCHEZ CARRION,CHUGAY,RURAL,CARRETERA,VECINAL,LI-901,NO,-7.894453,-77.737723,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,TROCHA,,,,,IMPRUDENCIA DEL CONDUCTOR,OTRO (IMPRUDENCIA DEL CONDUCTOR)
A-2022-07-248,19/07/2022,09:00,ATROPELLO,1,0,,JUNIN,CHANCHAMAYO,PICHANAQUI,URBANA,JIRÓN,URBANO,NO CORRESPONDE,,-10.9253264594636,-74.8688649817869,,,,,,,,,,,
A-2022-07-170,19/07/2022,20:00,ATROPELLO FUGA,1,0,,LIMA,LIMA,SANTA ANITA,URBANA,AVENIDA,URBANO,NO CORRESPONDE,NO,-12.0420634406154,-76.965757020027,DESPEJADO,COMERCIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,NO IDENTIFICA LA CAUSA,
A-2023-07-42,19/07/2023,13:15,DESPISTE,1,1,1,ICA,NASCA,MARCONA,URBANA,CARRETERA,NACIONAL,PE-1S,NO,-15.2098693443491,-74.9534904712906,SOLEADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL CONDUCTOR,EXCESO DE VELOCIDAD
A-2023-07-112,19/07/2023,19:10,ATROPELLO FUGA,1,0,0,PUNO,HUANCANE,VILQUE CHICO,RURAL,CARRETERA,NACIONAL,PE-34L,NO,-15.1874626466606,-69.5866708161985,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL CONDUCTOR,OTRO (IMPRUDENCIA DEL CONDUCTOR)
A-2021-08-242,19/08/2021,13:20,ESPECIAL,1,0,0,LIMA,LIMA,ATE,URBANA,CARRETERA,NACIONAL,PE-22,NO,-12.0091524034309,-76.8665668308386,SOLEADO,ESCOLAR,TRAMO RECTO,PLANA ,ASFALTADA,,,,,NO IDENTIFICA LA CAUSA,
A-2021-08-100,19/08/2021,13:50,DESPISTE,1,0,1,AREQUIPA,AREQUIPA,CAYMA,URBANA,CARRETERA,DEPARTAMENTAL,AR-116,NO,-16.299498,-71.521146,DESPEJADO,RESIDENCIAL,CURVA,INCLINADA,ASFALTADA,,,,,NO IDENTIFICA LA CAUSA,
A-2022-08-153,19/08/2022,03:40,CHOQUE,1,0,2,LIMA,LIMA,LOS OLIVOS,URBANA,AVENIDA,URBANO,NO CORRESPONDE,SI,-11.9717348084912,-77.0756001743443,DESPEJADO,COMERCIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,NO IDENTIFICA LA CAUSA,
A-2022-08-58,19/08/2022,12:55,ATROPELLO,1,0,0,CUSCO,QUISPICANCHI,OCONGATE,RURAL,CARRETERA,VECINAL,CU-1393,NO,-13.6672,-71.3583,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,TROCHA,,,,,NO IDENTIFICA LA CAUSA,
A-2022-08-150,19/08/2022,15:50,CAÍDA DE PASAJERO,1,0,0,LIMA,LIMA,ATE,URBANA,CALLE,URBANO,NO CORRESPONDE,NO,-12.0305526529948,-76.9258725420437,DESPEJADO,COMERCIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,NO IDENTIFICA LA CAUSA,
A-2023-08-20,19/08/2023,00:03,DESPISTE,1,0,1,SAN MARTIN,MOYOBAMBA,SORITOR,RURAL,CARRETERA,NACIONAL,PE-08B,NO,-6.186515,-77.115986,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,AFIRMADO,,,,,IMPRUDENCIA DEL CONDUCTOR,OTRO (IMPRUDENCIA DEL CONDUCTOR)
A-2023-08-31,19/08/2023,02:30,DESPISTE,13,5,1,HUANCAVELICA,HUAYTARA,HUAYTARA,RURAL,CARRETERA,NACIONAL,PE-28A,NO,-13.607447,-75.322182,DESPEJADO,RURAL,CURVA,PLANA ,ASFALTADA,SI,REGULADORA (R),,SI,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2023-08-80,19/08/2023,05:10,CHOQUE,2,6,2,ICA,CHINCHA,GROCIO PRADO,RURAL,CARRETERA,NACIONAL,PE-1S,NO,-13.386086,-76.202713,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,SI,REGULADORA (R),REGULADORA (R),NO,IMPRUDENCIA DEL CONDUCTOR,INVASIÓN DE CARRIL
A-2023-08-57,19/08/2023,11:20,CHOQUE,1,6,2,LA LIBERTAD,SANTIAGO DE CHUCO,QUIRUVILCA,RURAL,CARRETERA,NACIONAL,PE-3N,NO,-7.980411,-78.23678,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,NO IDENTIFICA LA CAUSA,
A-2023-08-81,19/08/2023,15:20,ATROPELLO,1,0,,LORETO,MAYNAS,PUNCHANA,URBANA,CALLE,URBANO,NO CORRESPONDE,NO,-3.720048,-73.23984,SOLEADO,COMERCIAL,TRAMO RECTO,PLANA ,CONCRETO,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2021-09-129,19/09/2021,00:10,ATROPELLO FUGA,1,0,0,PUNO,SAN ROMAN,SAN MIGUEL,RURAL,CARRETERA,NACIONAL,PE-3S,NO,-15.4497307,-70.1411055,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,NO IDENTIFICA LA CAUSA,
A-2021-09-171,19/09/2021,01:35,DESPISTE,1,0,1,CUSCO,CUSCO,SANTIAGO,RURAL,CARRETERA,VECINAL,CU-1259,NO,-13.55119,-72.018122,DESPEJADO,RURAL,SINUOSA,INCLINADA,TROCHA,,,,,IMPRUDENCIA DEL CONDUCTOR,FATIGA Y/O CANSANCIO
A-2021-09-126,19/09/2021,09:00,ATROPELLO,1,0,0,LIMA,LIMA,VILLA EL SALVADOR,URBANA,AVENIDA,URBANO,NO CORRESPONDE,NO,-12.223894272996,-76.9198965773409,SOLEADO,COMERCIAL,INTERSECCIÓN,PLANA ,ASFALTADA,,,,,NO IDENTIFICA LA CAUSA,
A-2021-09-83,19/09/2021,10:00,CHOQUE,1,1,2,CAJAMARCA,CAJAMARCA,CAJAMARCA,URBANA,CARRETERA,NACIONAL,PE-3N,NO,-7.14659055,-78.50834705,SOLEADO,RESIDENCIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL CONDUCTOR,EXCESO DE VELOCIDAD
A-2021-09-123,19/09/2021,10:30,CHOQUE,1,2,2,CUSCO,QUISPICANCHI,OCONGATE,RURAL,CARRETERA,NACIONAL,PE-30C,NO,-13.621524,-71.397627,SOLEADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL CONDUCTOR,OTRO (IMPRUDENCIA DEL CONDUCTOR)
A-2021-09-64,19/09/2021,19:40,CHOQUE,2,2,3,TUMBES,TUMBES,TUMBES,RURAL,CARRETERA,NACIONAL,PE-1N,NO,-3.551516361964,-80.4142248772114,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL CONDUCTOR,CONDUCIR EN ESTADO DE EBRIEDAD Y/O DROGADICCIÓN
