CÓDIGO SINIESTRO,FECHA SINIESTRO,HORA SINIESTRO,CLASE SINIESTRO,CANTIDAD DE FALLECIDOS,CANTIDAD DE LESIONADOS,CANTIDAD DE VEHICULOS DAÑADOS,DEPARTAMENTO,PROVINCIA,DISTRITO,ZONA,TIPO DE VÍA,RED VIAL,COD CARRETERA,EXISTE CICLOVÍA,COORDENADAS LATITUD,COORDENADAS  LONGITUD,CONDICIÓN CLIMÁTICA,ZONIFICACIÓN,CARACTERÍSTICAS DE VÍA,PERFIL LONGITUDINAL VÍA,SUPERFICIE DE CALZADA,¿EXISTE SEÑAL VERTICAL?,CLASIFICACIÓN DE LA SEÑAL VERTICAL Nº 1,CLASIFICACIÓN DE LA SEÑAL VERTICAL Nº 2,¿EXISTE SEÑAL HORIZONTAL?,CAUSA FACTOR PRINCIPAL,CAUSA ESPECÍFICA
A-2021-12-211,20/12/2021,06:35,ATROPELLO,1,0,0,LIMA,LIMA,PACHACAMAC,URBANA,AVENIDA,URBANO,NO CORRESPONDE,NO,-12.083448880084283,-76.8780917430727,DESPEJADO,RESIDENCIAL,TRAMO RECTO,PLANA ,AFIRMADO,,,,,NO IDENTIFICA LA CAUSA,
A-2021-12-34,20/12/2021,11:30,ATROPELLO,1,0,1,CALLAO,CALLAO,MI PERU,URBANA,AVENIDA,URBANO,NO CORRESPONDE,NO,-11.857653446676725,-77.1283577259479,DESPEJADO,RESIDENCIAL,TRAMO RECTO,INCLINADA,ASFALTADA,,,,,NEGLIGENCIA DEL CONDUCTOR,OTRO (NEGLIGENCIA DEL CONDUCTOR)
A-2021-12-213,20/12/2021,15:30,CHOQUE,1,1,2,LIMA,LIMA,SAN JUAN DE LURIGANCHO,URBANA,AVENIDA,URBANO,NO CORRESPONDE,NO,-12.029521,-77.007004,SOLEADO,RESIDENCIAL,INTERSECCIÓN,PLANA ,ASFALTADA,,,,,NO IDENTIFICA LA CAUSA,
A-2021-12-106,20/12/2021,20:30,CHOQUE,1,0,2,LA LIBERTAD,VIRU,VIRU,RURAL,CARRETERA,NACIONAL,PE-1N,NO,-8.42680234191626,-78.7797538799474,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,NO IDENTIFICA LA CAUSA,
A-2021-12-71,20/12/2021,20:30,CHOQUE,1,1,2,CAJAMARCA,CAJABAMBA,CONDEBAMBA,RURAL,CARRETERA,NACIONAL,PE-3N,NO,-7.527567,-78.148252,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,SI,PREVENTIVA (P),PREVENTIVA (P),SI,NO IDENTIFICA LA CAUSA,
A-2021-12-179,20/12/2021,23:40,DESPISTE,1,1,1,LAMBAYEQUE,CHICLAYO,CHICLAYO,URBANA,AVENIDA,URBANO,NO CORRESPONDE,NO,-6.7759791981157225,-79.8364448493977,DESPEJADO,RESIDENCIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,NO IDENTIFICA LA CAUSA,
A-2022-12-61,20/12/2022,03:20,CHOQUE,1,0,,AYACUCHO,HUAMANGA,VINCHOS,RURAL,CARRETERA,NACIONAL,PE-28A,NO,-13.262814,-74.313207,DESPEJADO,RURAL,CURVA,PLANA ,TROCHA,,,,,IMPRUDENCIA DEL CONDUCTOR,CONDUCIR EN ESTADO DE EBRIEDAD Y/O DROGADICCIÓN
A-2022-12-162,20/12/2022,06:30,VOLCADURA,1,0,,LIMA,LIMA,RIMAC,URBANA,CARRETERA,NACIONAL,PE-1N,NO,-12.041029903264159,-77.03330573589118,DESPEJADO,RESIDENCIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,NO IDENTIFICA LA CAUSA,
A-2022-12-208,20/12/2022,07:00,DESPISTE,2,0,1,JUNIN,YAULI,LA OROYA,RURAL,CARRETERA,NACIONAL,PE-3S,NO,-11.522878,-75.896354,DESPEJADO,RURAL,CURVA,INCLINADA,ASFALTADA,,,,,IMPRUDENCIA DEL CONDUCTOR,EXCESO DE VELOCIDAD
A-2022-12-160,20/12/2022,11:15,ATROPELLO FUGA,1,0,,LIMA,LIMA,CARABAYLLO,URBANA,AVENIDA,URBANO,NO CORRESPONDE,NO,-11.853195628398918,-77.00321274235941,DESPEJADO,COMERCIAL,TRAMO RECTO,INCLINADA,ASFALTADA,,,,,NO IDENTIFICA LA CAUSA,
A-2022-12-161,20/12/2022,14:15,ATROPELLO,1,0,,LIMA,LIMA,PUCUSANA,URBANA,CARRETERA,NACIONAL,PE-1S,NO,-12.450924,-76.75534,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,NO IDENTIFICA LA CAUSA,
A-2022-12-71,20/12/2022,15:15,CHOQUE,1,0,2,LA LIBERTAD,PACASMAYO,GUADALUPE,RURAL,CARRETERA,NACIONAL,PE-1N,NO,-7.311197,-79.480883,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,NO IDENTIFICA LA CAUSA,
A-2021-01-161,21/01/2021,14:00,DESPISTE,1,3,1,PIURA,MORROPON,BUENOS AIRES,RURAL,CARRETERA,NACIONAL,PE-02A,NO,-5.285514,-79.953881,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,SI,REGULADORA (R),,SI,IMPRUDENCIA DEL CONDUCTOR,EXCESO DE VELOCIDAD
A-2021-01-308,21/01/2021,16:30,ATROPELLO,1,0,1,JUNIN,JUNIN,CARHUAMAYO,RURAL,CARRETERA,NACIONAL,PE-3N,NO,-10.9409313,-76.0498808,DESPEJADO,RURAL,CURVA,PLANA ,ASFALTADA,,,,,,
A-2021-01-177,21/01/2021,16:40,DESPISTE,1,3,1,ICA,ICA,SANTIAGO,URBANA,CARRETERA,NACIONAL,PE-1S,NO,-14.33265468433435,-75.664020917132,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,NEGLIGENCIA DEL CONDUCTOR,CONDUCIR CON FALLAS DE NEUMÁTICOS
A-2021-01-323,21/01/2021,17:30,ATROPELLO,1,0,0,PIURA,SULLANA,SULLANA,URBANA,CARRETERA,NACIONAL,PE-1N,NO,-4.911118771722453,-80.69726784119618,SOLEADO,COMERCIAL,TRAMO RECTO,PLANA ,ASFALTADA,SI,REGULADORA (R),REGULADORA (R),NO,IMPRUDENCIA DEL PEATÓN,OTRO (IMPRUDENCIA DEL PEATÓN)
A-2021-01-157,21/01/2021,18:40,ATROPELLO,1,0,0,JUNIN,HUANCAYO,CHILCA,URBANA,CARRETERA,NACIONAL,PE-3SC,NO,-12.0831302,-75.2030827,DESPEJADO,COMERCIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,,
A-2022-01-94,21/01/2022,04:40,ATROPELLO,1,0,1,CALLAO,CALLAO,VENTANILLA,URBANA,AVENIDA,URBANO,NO CORRESPONDE,NO,-11.828861217742379,-77.15930383658092,DESPEJADO,RESIDENCIAL,TRAMO RECTO,INCLINADA,ASFALTADA,,,,,IMPRUDENCIA DEL PEATÓN,CRUCE INDEBIDO POR LA CALZADA
A-2022-01-162,21/01/2022,06:00,CHOQUE,1,0,2,AREQUIPA,AREQUIPA,MIRAFLORES,URBANA,AVENIDA,URBANO,NO CORRESPONDE,NO,-16.39663,-71.52217,DESPEJADO,COMERCIAL,INTERSECCIÓN,PLANA ,ASFALTADA,NO,,,SI,NO IDENTIFICA LA CAUSA,
A-2022-01-183,21/01/2022,10:05,CHOQUE FUGA,1,0,2,LA LIBERTAD,VIRU,GUADALUPITO,RURAL,CARRETERA,NACIONAL,PE-1N,NO,-8.741275,-78.634681,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,NO IDENTIFICA LA CAUSA,
A-2022-01-147,21/01/2022,11:45,DESPISTE,2,9,1,PUNO,SAN ANTONIO DE PUTINA,ANANEA,RURAL,CARRETERA,DEPARTAMENTAL,PU-111,NO,-14.52117600799157,-69.69357207870516,DESPEJADO,RURAL,CURVA,PLANA ,ASFALTADA,,,,,INFRAESTRUCTURA Y ENTORNO VIAL,FACTOR AMBIENTAL
A-2022-01-224,21/01/2022,13:20,CHOQUE,1,0,2,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,URBANA,CARRETERA,NACIONAL,PE-1N,NO,-6.708673857241669,-79.90361268205403,DESPEJADO,RESIDENCIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,NO IDENTIFICA LA CAUSA,
A-2022-01-168,21/01/2022,14:15,ATROPELLO,1,0,0,PUNO,MELGAR,AYAVIRI,URBANA,JIRÓN,URBANO,NO CORRESPONDE,NO,-14.876014713954254,-70.58731897875592,DESPEJADO,ESCOLAR,TRAMO RECTO,PLANA ,TROCHA,,,,,IMPRUDENCIA DEL PEATÓN,CRUCE INDEBIDO POR LA CALZADA
A-2022-01-127,21/01/2022,17:00,DESPISTE,1,4,,ANCASH,RECUAY,CATAC,RURAL,CARRETERA,NACIONAL,PE-3N,,-9.946351022990324,-77.38170942837297,,,,,,,,,,,
A-2022-01-262,21/01/2022,20:00,CHOQUE,1,0,0,LIMA,LIMA,LURIN,URBANA,CARRETERA,NACIONAL,PE-1S,NO,-12.289421067505211,-76.86866818905403,DESPEJADO,INDUSTRIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,NO IDENTIFICA LA CAUSA,
A-2022-01-176,21/01/2022,20:10,DESPISTE,1,0,,ANCASH,POMABAMBA,POMABAMBA,RURAL,CARRETERA,VECINAL,AN-594,,-8.84563091021682,-77.44435663315294,,,,,,,,,,,
A-2022-01-179,21/01/2022,22:30,CHOQUE,1,0,2,PUNO,HUANCANE,PUSI,RURAL,CARRETERA,NACIONAL,PE-34H,NO,-15.378331779272118,-70.0571616431556,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL CONDUCTOR,CONDUCIR EN SENTIDO CONTRARIO
A-2022-01-116,21/01/2022,23:00,DESPISTE,1,1,1,TUMBES,TUMBES,TUMBES,RURAL,CARRETERA,NACIONAL,PE-1N,NO,-3.5356606816561085,-80.37896221963575,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,SI,PREVENTIVA (P),,NO,IMPRUDENCIA DEL CONDUCTOR,CONDUCIR EN ESTADO DE EBRIEDAD Y/O DROGADICCIÓN
A-2023-01-147,21/01/2023,01:10,DESPISTE,1,0,,LIMA,LIMA,LURIGANCHO,URBANA,CARRETERA,NACIONAL,PE-22,NO,-12.02089,-76.921351,DESPEJADO,INDUSTRIAL,TRAMO RECTO,PLANA ,ASFALTADA,NO,,,SI,IMPRUDENCIA DEL CONDUCTOR,CONDUCIR EN ESTADO DE EBRIEDAD Y/O DROGADICCIÓN
A-2023-01-95,21/01/2023,02:20,CHOQUE,1,0,2,LAMBAYEQUE,LAMBAYEQUE,MOTUPE,RURAL,CARRETERA,NACIONAL,PE-1NJ,NO,-6.3191066,-79.7610646,DESPEJADO,RURAL,INTERSECCIÓN,PLANA ,ASFALTADA,,,,,NO IDENTIFICA LA CAUSA,
A-2023-01-146,21/01/2023,02:30,DESPISTE,1,4,,LIMA,LIMA,SANTIAGO DE SURCO,URBANA,CARRETERA,NACIONAL,PE-1S,NO,-12.152397,-76.983898,DESPEJADO,COMERCIAL,TRAMO RECTO,PLANA ,ASFALTADA,SI,PREVENTIVA (P),,NO,NEGLIGENCIA DEL CONDUCTOR,OTRO (NEGLIGENCIA DEL CONDUCTOR)
A-2023-01-145,21/01/2023,06:20,CHOQUE,1,0,,LIMA,LIMA,CHORRILLOS,URBANA,AVENIDA,URBANO,NO CORRESPONDE,SI,-12.19732583,-76.99933498,DESPEJADO,COMERCIAL,INTERSECCIÓN,PLANA ,ASFALTADA,SI,PREVENTIVA (P),,SI,IMPRUDENCIA DEL CONDUCTOR,OTRO (IMPRUDENCIA DEL CONDUCTOR)
A-2023-01-63,21/01/2023,18:50,ATROPELLO FUGA,1,0,,TACNA,TACNA,CORONEL GREGORIO ALBARRACIN LANCHIPA,URBANA,CARRETERA,VECINAL,TA-637,SI,-18.076648675498568,-70.25494390302107,DESPEJADO,RESIDENCIAL,INTERSECCIÓN,INCLINADA,ASFALTADA,,,,,IMPRUDENCIA DEL PEATÓN,CRUCE INDEBIDO POR LA CALZADA
A-2023-01-148,21/01/2023,19:20,CAÍDA DE PASAJERO,1,0,,LIMA,LIMA,SAN MARTIN DE PORRES,URBANA,CALLE,URBANO,NO CORRESPONDE,NO,-11.97926081,-77.09554158,DESPEJADO,RESIDENCIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL CONDUCTOR,OTRO (IMPRUDENCIA DEL CONDUCTOR)
A-2023-01-51,21/01/2023,20:30,ATROPELLO,1,0,1,TACNA,TACNA,CORONEL GREGORIO ALBARRACIN LANCHIPA,URBANA,AVENIDA,URBANO,NO CORRESPONDE,NO,-18.087781,-70.277099,DESPEJADO,RESIDENCIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL PEATÓN,ESTADO DE EBRIEDAD Y/O DROGADICCIÓN
A-2021-02-284,21/02/2021,19:45,DESPISTE,1,1,1,PIURA,MORROPON,SALITRAL,RURAL,CARRETERA,NACIONAL,PE-02A,NO,-5.371868812921817,-79.820396398911,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,NO IDENTIFICA LA CAUSA,
A-2021-02-115,21/02/2021,20:00,CHOQUE,1,2,2,PIURA,PIURA,VEINTISEIS DE OCTUBRE,RURAL,CARRETERA,NACIONAL,PE-1N,NO,-5.160125,-80.693127,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,SI,REGULADORA (R),,NO,IMPRUDENCIA DEL CONDUCTOR,CONDUCIR EN ESTADO DE EBRIEDAD Y/O DROGADICCIÓN
A-2021-02-275,21/02/2021,20:00,VOLCADURA,1,0,1,PIURA,SULLANA,QUERECOTILLO,RURAL,CARRETERA,NACIONAL,PE-1NN,NO,-4.807883,-80.623159,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,NO IDENTIFICA LA CAUSA,
A-2021-02-274,21/02/2021,20:30,DESPISTE,1,0,1,PIURA,SULLANA,QUERECOTILLO,RURAL,CARRETERA,NACIONAL,PE-1NN,NO,-4.748319214711019,-80.58672832481214,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,NO IDENTIFICA LA CAUSA,
A-2021-02-237,21/02/2021,21:40,CHOQUE CON OBJETO FIJO,1,0,0,LIMA,LIMA,MAGDALENA DEL MAR,URBANA,OTRO,URBANO,NO CORRESPONDE,NO,-12.096810104208997,-77.0752579074752,SOLEADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,NO IDENTIFICA LA CAUSA,
A-2021-02-167,21/02/2021,23:15,CHOQUE,3,2,3,LA LIBERTAD,PACASMAYO,SAN PEDRO DE LLOC,RURAL,CARRETERA,NACIONAL,PE-1N,NO,-7.434894,-79.50161,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL CONDUCTOR,CONDUCIR EN ESTADO DE EBRIEDAD Y/O DROGADICCIÓN
A-2022-02-171,21/02/2022,03:30,DESPISTE,1,0,1,CAJAMARCA,CAJAMARCA,CAJAMARCA,URBANA,CARRETERA,NACIONAL,PE-3N,NO,-7.17930167,-78.48539833,DESPEJADO,RURAL,INTERSECCIÓN,PLANA ,ASFALTADA,,,,,NO IDENTIFICA LA CAUSA,
A-2022-02-247,21/02/2022,04:00,DESPISTE,1,0,1,PASCO,PASCO,PAUCARTAMBO,RURAL,CARRETERA,VECINAL,PA-619,NO,-10.764565440816192,-75.70994143870614,DESPEJADO,RURAL,SINUOSA,INCLINADA,TROCHA,,,,,NO IDENTIFICA LA CAUSA,
A-2022-02-105,21/02/2022,04:24,DESPISTE,1,0,1,ICA,ICA,SANTIAGO,URBANA,CARRETERA,NACIONAL,PE-1S,NO,-14.280672093464645,-75.68218313423354,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL CONDUCTOR,EXCESO DE VELOCIDAD
A-2022-02-303,21/02/2022,20:20,CHOQUE,1,0,2,LIMA,HUAURA,SAYAN,RURAL,CARRETERA,NACIONAL,PE-18,NO,-11.1404,-77.23035,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,SI,REGULADORA (R),,NO,IMPRUDENCIA DEL CONDUCTOR,CONDUCIR EN ESTADO DE EBRIEDAD Y/O DROGADICCIÓN
A-2022-02-184,21/02/2022,20:30,DESPISTE,1,0,1,LAMBAYEQUE,CHICLAYO,CAYALTI,RURAL,CARRETERA,SIN CLASIFICAR,SIN CLASIFICAR,NO,-6.885022,-79.53013,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,TROCHA,,,,,NO IDENTIFICA LA CAUSA,
A-2023-02-113,21/02/2023,15:05,ATROPELLO,1,0,,JUNIN,HUANCAYO,SICAYA,URBANA,CARRETERA,NACIONAL,PE-3SB,NO,-12.021569,-75.272421,LLUVIOSO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,SI,PREVENTIVA (P),,NO,IMPRUDENCIA DEL CONDUCTOR,OTRO (IMPRUDENCIA DEL CONDUCTOR)
A-2023-02-78,21/02/2023,16:30,ATROPELLO,1,0,0,LAMBAYEQUE,CHICLAYO,JOSE LEONARDO ORTIZ,RURAL,CARRETERA,NACIONAL,PE-1NB,NO,-6.7537453,-79.8420787,DESPEJADO,RESIDENCIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,NO IDENTIFICA LA CAUSA,
A-2021-03-164,21/03/2021,10:40,CHOQUE,1,4,2,CAJAMARCA,CONTUMAZA,YONAN,RURAL,CARRETERA,NACIONAL,PE-08,NO,-7.2227261568379975,-79.20615785520997,DESPEJADO,RURAL,CURVA,PLANA ,AFIRMADO,SI,PREVENTIVA (P),,SI,IMPRUDENCIA DEL CONDUCTOR,INVASIÓN DE CARRIL
A-2021-03-166,21/03/2021,11:50,CHOQUE,1,0,2,JUNIN,SATIPO,RIO NEGRO,RURAL,CARRETERA,NACIONAL,PE-5S,NO,-11.103631107497216,-74.69443274237562,DESPEJADO,RURAL,TRAMO RECTO,INCLINADA,ASFALTADA,,,,,,
A-2021-03-326,21/03/2021,12:30,DESPISTE,1,0,0,LIMA,LIMA,INDEPENDENCIA,URBANA,PASAJE,URBANO,NO CORRESPONDE,NO,-11.999400281006354,-77.0437503319536,DESPEJADO,INDUSTRIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,NO IDENTIFICA LA CAUSA,
A-2021-03-303,21/03/2021,14:55,CHOQUE FUGA,1,0,2,CAJAMARCA,JAEN,JAEN,URBANA,CARRETERA,NACIONAL,PE-5N,NO,-5.696099,-78.806165,SOLEADO,COMERCIAL,CURVA,INCLINADA,ASFALTADA,,,,,NO IDENTIFICA LA CAUSA,
A-2021-03-169,21/03/2021,18:45,CHOQUE,1,1,2,SAN MARTIN,RIOJA,RIOJA,RURAL,CARRETERA,DEPARTAMENTAL,SM-114,NO,-6.044007,-77.171703,DESPEJADO,RESIDENCIAL,CURVA,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL CONDUCTOR,CONDUCIR EN ESTADO DE EBRIEDAD Y/O DROGADICCIÓN
A-2021-03-375,21/03/2021,19:30,CHOQUE,1,0,2,ANCASH,CASMA,YAUTAN,RURAL,CARRETERA,NACIONAL,PE-14,NO,-9.51666637187945,-77.98920716539112,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,NO IDENTIFICA LA CAUSA,
A-2021-03-259,21/03/2021,19:45,CHOQUE,1,1,2,PUNO,HUANCANE,TARACO,URBANA,CARRETERA,NACIONAL,PE-34H,NO,-15.2710254,-69.895208,NUBLADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,SI,REGULADORA (R),PREVENTIVA (P),SI,IMPRUDENCIA DEL CONDUCTOR,CONDUCIR EN ESTADO DE EBRIEDAD Y/O DROGADICCIÓN
A-2021-03-240,21/03/2021,20:00,ATROPELLO,1,0,1,LIMA,LIMA,SAN MARTIN DE PORRES,URBANA,AVENIDA,URBANO,NO CORRESPONDE,NO,-12.00193,-77.087,DESPEJADO,INDUSTRIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL CONDUCTOR,EXCESO DE VELOCIDAD
A-2021-03-182,21/03/2021,21:00,ATROPELLO FUGA,1,0,0,AREQUIPA,CAMANA,OCOÑA,URBANA,CARRETERA,NACIONAL,PE-1S,NO,-16.438828,-73.103706,DESPEJADO,RESIDENCIAL,TRAMO RECTO,PLANA ,ASFALTADA,SI,INFORMATIVA (I),,SI,IMPRUDENCIA DEL PEATÓN,OTRO (IMPRUDENCIA DEL PEATÓN)
A-2021-03-217,21/03/2021,22:00,CHOQUE,1,0,2,LA LIBERTAD,PACASMAYO,GUADALUPE,RURAL,CARRETERA,NACIONAL,PE-1N,NO,-7.255380444143223,-79.4904159816797,DESPEJADO,RURAL,CURVA,INCLINADA,ASFALTADA,,,,,IMPRUDENCIA DEL CONDUCTOR,CONDUCIR EN ESTADO DE EBRIEDAD Y/O DROGADICCIÓN
A-2022-03-221,21/03/2022,00:35,CHOQUE,1,0,0,HUANUCO,LEONCIO PRADO,MARIANO DAMASO BERAUN,URBANA,CARRETERA,NACIONAL,PE-18A,NO,-9.345312,-75.982546,LLUVIOSO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,SI,PREVENTIVA (P),PREVENTIVA (P),NO,IMPRUDENCIA DEL CONDUCTOR,INVASIÓN DE CARRIL
A-2022-03-267,21/03/2022,04:00,DESPISTE,1,0,,LIMA,LIMA,ATE,URBANA,CARRETERA,NACIONAL,PE-1S,,-12.06114766146284,-76.97248530948352,,,,,,,,,,,
A-2022-03-129,21/03/2022,04:30,CHOQUE,1,4,2,PIURA,SECHURA,SECHURA,RURAL,CARRETERA,NACIONAL,PE-1N,NO,-5.78294,-80.544911,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL CONDUCTOR,INVASIÓN DE CARRIL
A-2022-03-89,21/03/2022,07:30,CHOQUE FUGA,1,0,2,LA LIBERTAD,ASCOPE,SANTIAGO DE CAO,RURAL,CARRETERA,DEPARTAMENTAL,LI-104,NO,-7.927559,-79.252953,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL CONDUCTOR,FATIGA Y/O CANSANCIO
A-2022-03-196,21/03/2022,12:00,DESPISTE,1,0,2,CUSCO,ESPINAR,CONDOROMA,RURAL,CARRETERA,NACIONAL,PE-34J,NO,-15.351627,-71.104512,LLUVIOSO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,NO,,,SI,IMPERICIA DEL CONDUCTOR,
A-2022-03-88,21/03/2022,18:20,CHOQUE,4,1,2,LA LIBERTAD,VIRU,VIRU,RURAL,CARRETERA,NACIONAL,PE-1N,NO,-8.403789,-78.834177,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL CONDUCTOR,INVASIÓN DE CARRIL
A-2022-03-270,21/03/2022,18:30,ATROPELLO,1,0,,LIMA,LIMA,VILLA MARIA DEL TRIUNFO,URBANA,AVENIDA,URBANO,NO CORRESPONDE,,-12.1744,-76.94747,,,,,,,,,,,
A-2022-03-274,21/03/2022,23:00,DESPISTE,1,0,1,PIURA,SULLANA,SULLANA,URBANA,CARRETERA,VECINAL,PI-986,NO,-4.991518918270135,-80.64655781582537,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,SI,PREVENTIVA (P),,NO,IMPRUDENCIA DEL CONDUCTOR,EXCESO DE VELOCIDAD
A-2023-03-152,21/03/2023,08:30,CHOQUE,1,0,,LIMA,LIMA,JESUS MARIA,URBANA,AVENIDA,URBANO,NO CORRESPONDE,NO,-12.07380405,-77.04644437,DESPEJADO,RESIDENCIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,NO IDENTIFICA LA CAUSA,
A-2021-04-121,21/04/2021,05:10,CHOQUE,1,0,2,ICA,ICA,SALAS,RURAL,CARRETERA,NACIONAL,PE-1S,NO,-13.9346253,-75.870705217,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL CONDUCTOR,OTRO (IMPRUDENCIA DEL CONDUCTOR)
A-2021-04-225,21/04/2021,05:56,DESPISTE,1,0,1,AREQUIPA,CAMANA,SAMUEL PASTOR,RURAL,CARRETERA,NACIONAL,PE-1S,NO,-16.605183,-72.630501,LLUVIOSO,RURAL,CURVA,INCLINADA,ASFALTADA,NO,,,SI,INFRAESTRUCTURA Y ENTORNO VIAL,OTRO (INFRAESTRUCTURA Y ENTORNO VIAL)
A-2021-04-309,21/04/2021,08:00,ATROPELLO,1,0,0,CALLAO,CALLAO,CARMEN DE LA LEGUA REYNOSO,URBANA,AVENIDA,URBANO,NO CORRESPONDE,NO,-12.039089714698626,-77.09487395265722,DESPEJADO,RESIDENCIAL,TRAMO RECTO,PLANA ,ASFALTADA,NO,,,SI,NO IDENTIFICA LA CAUSA,
A-2021-04-246,21/04/2021,10:00,ATROPELLO,1,0,,LIMA,LIMA,SAN JUAN DE LURIGANCHO,URBANA,AVENIDA,URBANO,NO CORRESPONDE,NO,-11.916645,-76.969383,DESPEJADO,COMERCIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL PEATÓN,OTRO (IMPRUDENCIA DEL PEATÓN)
A-2021-04-313,21/04/2021,10:30,DESPISTE,2,0,1,HUANCAVELICA,CASTROVIRREYNA,TANTARA,RURAL,CARRETERA,DEPARTAMENTAL,HV-114,NO,-13.15336,-75.64931,DESPEJADO,RURAL,SINUOSA,INCLINADA,CASCAJO/RIPIO,,,,,NO IDENTIFICA LA CAUSA,
A-2021-04-218,21/04/2021,11:30,DESPISTE,1,1,1,HUANCAVELICA,CASTROVIRREYNA,ARMA,RURAL,CARRETERA,NACIONAL,PE-26,NO,-13.185949,-75.572333,DESPEJADO,RURAL,CURVA,PLANA ,ASFALTADA,,,,,NO IDENTIFICA LA CAUSA,
A-2021-04-291,21/04/2021,19:50,CHOQUE,1,2,2,LAMBAYEQUE,CHICLAYO,SAÑA,RURAL,CARRETERA,DEPARTAMENTAL,LA-116,NO,-6.79093,-79.598616,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,NO IDENTIFICA LA CAUSA,
A-2021-04-129,21/04/2021,20:00,ATROPELLO,1,0,1,LAMBAYEQUE,CHICLAYO,PIMENTEL,URBANA,CARRETERA,NACIONAL,PE-1N,NO,-6.7296316,-79.8883738,DESPEJADO,INDUSTRIAL,TRAMO RECTO,PLANA ,ASFALTADA,SI,PREVENTIVA (P),REGULADORA (R),NO,NO IDENTIFICA LA CAUSA,
A-2021-04-301,21/04/2021,21:10,ATROPELLO,1,0,1,JUNIN,JUNIN,CARHUAMAYO,URBANA,CARRETERA,NACIONAL,PE-3N,NO,-10.932688075328207,-76.05341746205367,DESPEJADO,COMERCIAL,TRAMO RECTO,PLANA ,ASFALTADA,SI,REGULADORA (R),PREVENTIVA (P),NO,NO IDENTIFICA LA CAUSA,
A-2021-04-133,21/04/2021,22:15,ATROPELLO,1,0,1,TUMBES,TUMBES,TUMBES,URBANA,CARRETERA,NACIONAL,PE-1N,NO,-3.568419150202117,-80.45914645042534,DESPEJADO,COMERCIAL,INTERSECCIÓN,PLANA ,ASFALTADA,SI,PREVENTIVA (P),,NO,IMPRUDENCIA DEL PEATÓN,OTRO (IMPRUDENCIA DEL PEATÓN)
